Web Link (opens in new window),URN,LAESTAB,School name,Ofsted phase,Type of education,School open date,Admissions policy,Sixth form,Designated religious character,Religious ethos,Faith grouping,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Multi-academy trust UID,Multi-academy trust name,Academy sponsor UID,Academy sponsor name,The income deprivation affecting children index (IDACI) quintile,Total number of pupils,Statutory lowest age,Statutory highest age,Inspection number of latest full inspection,Inspection type,Inspection type grouping,Event type grouping,Inspection start date,Publication date,Does the latest full inspection relate to the URN of the current school?,URN at time of latest full inspection,LAESTAB at time of latest full inspection,School name at time of latest full inspection,School type at time of latest full inspection,Category of concern,Safeguarding standards,Safeguarding standards - date of judgement,Inclusion,Inclusion - date of judgement,Curriculum and teaching,Curriculum and teaching - date of judgement,Achievement,Achievement - date of judgement,Attendance and behaviour,Attendance and behaviour - date of judgement,Personal development and wellbeing,Personal development and wellbeing - date of judgement,Early years (where applicable),Early years - date of judgement,Post-16 provision (where applicable),Post-16 provision - date of judgement,Leadership and governance,Leadership and governance - date of judgement,Inspection number of latest OEIF graded inspection,Inspection type of latest OEIF graded inspection,Inspection type grouping of latest OEIF graded inspection,Event type grouping of latest OEIF graded inspection,Inspection start date of latest OEIF graded inspection,Publication date of latest OEIF graded inspection,Does the latest OEIF graded inspection relate to the URN of the current school?,URN at time of latest OEIF graded inspection,LAESTAB at time of latest OEIF graded inspection,School name at time of latest OEIF graded inspection,School type at time of latest OEIF graded inspection,Latest OEIF category of concern,Latest OEIF overall effectiveness,Latest OEIF quality of education,Latest OEIF behaviour and attitudes,Latest OEIF personal development,Latest OEIF effectiveness of leadership and management,Latest OEIF  safeguarding is effective?,Latest OEIF early years provision (where applicable),Latest OEIF sixth form provision (where applicable),Latest ungraded inspection number,Date of latest ungraded inspection,Ungraded inspection publication date,Does the ungraded inspection relate to the URN of the current school?,URN at time of the ungraded inspection,LAESTAB at time of the ungraded inspection,School name at time of the ungraded inspection,School type at time of the ungraded inspection,Ungraded inspection overall outcome,Most recent category of concern
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137083,137083,3835400,Abbey Grange Church of England Academy,Secondary,Academy Converter,01/08/2011,Non-selective,Has a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS16 5EA,2046,Abbey Multi Academy Trust,2043,Abbey Multi Academy Trust,4,1615,11,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10211473,16/03/2022,10/05/2022,Yes,137083,3835400,Abbey Grange Church of England Academy,Academy Converter,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137383,137383,3834105,Woodkirk Academy,Secondary,Academy Converter,01/09/2011,Non-selective,Has a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South West and Morley,WF3 1JQ,16046,Leodis Academies Trust,5591,Leodis Academies Trust,3,1775,11,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10240471,14/03/2023,14/05/2023,Yes,137383,3834105,Woodkirk Academy,Academy Converter,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137577,137577,3834026,The Farnley Academy,Secondary,Academy Sponsor Led,01/02/2012,Non-selective,Has a sixth form,None,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South West and Morley,LS12 5EU,3206,The GORSE Academies Trust,4971,The GORSE Academies Trust,5,1501,11,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10290184,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,19/09/2023,10/10/2023,Yes,137577,3834026,The Farnley Academy,Academy Sponsor Led,,1,1,1,1,1,Yes,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137704,137704,3834501,Otley Prince Henry's Grammar School Specialist Language College,Secondary,Academy Converter,01/12/2011,Non-selective,Has a sixth form,None,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS21 2BB,17104,COLLABORATIVE LEARNING TRUST,17259,Prince Henry's Collaborative Learning Trust,1,1638,11,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297359,S5 Inspection,S5 Inspection,Schools - S5,05/11/2024,28/11/2024,Yes,137704,3834501,Otley Prince Henry's Grammar School Specialist Language College,Academy Converter,,Not judged,1,1,1,1,Yes,9,1,10240285,14/12/2022,07/02/2023,Yes,137704,3834501,Otley Prince Henry's Grammar School Specialist Language College,Academy Converter,School remains Good (Improving) - S5 Next,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/137775,137775,3834115,Horsforth School,Secondary,Academy Converter,01/01/2012,Non-selective,Has a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS18 5RF,NULL,NULL,NULL,NULL,1,1773,11,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10290191,25/10/2023,10/12/2023,Yes,137775,3834115,Horsforth School,Academy Converter,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138304,138304,3834107,Crawshaw Academy,Secondary,Academy Sponsor Led,01/07/2012,Non-selective,Does not have a sixth form,Does not apply,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,LS28 9HU,15727,RED KITE LEARNING TRUST,16579,Red Kite Learning Trust,3,1109,11,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346443,S5 Inspection,S5 Inspection,Schools - S5,15/10/2024,24/11/2024,Yes,138304,3834107,Crawshaw Academy,Academy Sponsor Led,,Not judged,3,3,2,3,Yes,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138336,138336,3834103,Rodillian Academy,Secondary,Academy Converter,01/07/2012,Non-selective,Has a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South West and Morley,WF3 3PS,4386,RESILIENCE MULTI ACADEMY TRUST,5020,Resilience Multi Academy Trust,3,1654,11,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346445,05/02/2025,04/03/2025,Yes,138336,3834103,Rodillian Academy,Academy Converter,Standards maintained,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138380,138380,3837004,Lighthouse School Leeds,Special,Free School Special,03/09/2012,Not applicable,Has a sixth form,Does not apply,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS16 6QB,17876,LIGHTHOUSE EDUCATION TRUST,NULL,NULL,3,90,11,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255901,26/04/2023,19/06/2023,Yes,138380,3837004,Lighthouse School Leeds,Free School Special,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138673,138673,3832005,Park View Primary Academy,Primary,Academy Sponsor Led,01/09/2012,Not applicable,Not applicable,None,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS11 7DG,4474,DELTA ACADEMIES TRUST,4475,Delta Academies Trust,5,224,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346455,Requires Improvement S5 Reinspection Visit 2,Requires Improvement S5 Reinspection Visit 2,Schools - S5,01/07/2025,17/09/2025,Yes,138673,3832005,Park View Primary Academy,Academy Sponsor Led,,Not judged,2,1,1,2,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138824,138824,3833910,Manston St James Primary Academy,Primary,Academy Converter,01/10/2012,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS15 8JH,2046,Abbey Multi Academy Trust,2043,Abbey Multi Academy Trust,4,350,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346462,S5 Inspection,S5 Inspection,Schools - S5,08/10/2024,19/11/2024,Yes,138824,3833910,Manston St James Primary Academy,Academy Converter,,Not judged,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138893,138893,3832000,Lane End Primary School,Primary,Foundation School,01/09/2014,Unknown,Does not have a sixth form,None,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS11 6AA,NULL,NULL,NULL,NULL,5,418,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10241568,S5 Inspection,S5 Inspection,Schools - S5,13/12/2022,13/02/2023,Yes,138893,3832000,Lane End Primary School,Foundation School,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138945,138945,3833365,St Benedict's Catholic Primary School,Primary,Academy Converter,01/11/2012,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS25 1PS,2332,THE BISHOP KONSTANT CATHOLIC ACADEMY TRUST,2331,Bishop Konstant Catholic Academy Trust,2,204,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10211877,S5 Inspection,S5 Inspection,Schools - S5,09/11/2022,15/01/2023,Yes,138945,3833365,St Benedict's Catholic Primary School,Academy Converter,,2,2,1,1,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138973,138973,3832006,Lift Cottingley,Primary,Academy Sponsor Led,01/12/2012,Not applicable,Does not have a sixth form,Does not apply,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS11 0HU,2053,LIFT SCHOOLS,2054,Lift Schools,5,263,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10323039,12/06/2024,22/07/2024,Yes,138973,3832006,Lift Cottingley,Academy Sponsor Led,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138986,138986,3832007,Co-op Academy Brownhill,Primary,Academy Sponsor Led,01/12/2012,Not applicable,Does not have a sixth form,Does not apply,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS9 7DH,2777,THE CO-OPERATIVE ACADEMIES TRUST,4949,The Co-operative Academies Trust,5,457,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10255895,04/07/2023,14/09/2023,Yes,138986,3832007,Co-op Academy Brownhill,Academy Sponsor Led,School remains Good,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139015,139015,3832008,Co-op Academy Woodlands,Primary,Academy Sponsor Led,01/12/2012,Non-selective,Does not have a sixth form,Does not apply,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS9 6DA,2777,THE CO-OPERATIVE ACADEMIES TRUST,4949,The Co-operative Academies Trust,5,433,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10290221,S5 Inspection,S5 Inspection,Schools - S5,26/09/2023,16/11/2023,Yes,139015,3832008,Co-op Academy Woodlands,Academy Sponsor Led,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139077,139077,3832010,Co-op Academy Oakwood,Primary,Academy Sponsor Led,01/09/2013,Non-selective,Does not have a sixth form,Does not apply,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS8 3LZ,2777,THE CO-OPERATIVE ACADEMIES TRUST,4949,The Co-operative Academies Trust,5,432,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10268268,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,17/05/2023,04/07/2023,Yes,139077,3832010,Co-op Academy Oakwood,Academy Sponsor Led,,2,2,2,1,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139350,139350,3833361,"St Joseph's Catholic Primary School, A Voluntary Academy",Primary,Academy Converter,01/03/2013,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West and Pudsey,LS28 7AZ,2342,The Bishop Wheeler Catholic Academy Trust,5652,The Bishop Wheeler Catholic Academy Trust,3,322,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297384,S5 Inspection,S5 Inspection,Schools - S5,12/06/2024,09/09/2024,Yes,139350,3833361,"St Joseph's Catholic Primary School, A Voluntary Academy",Academy Converter,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139351,139351,3834601,"St. Mary's Menston, a Catholic Voluntary Academy",Secondary,Academy Converter,01/03/2013,Non-selective,Has a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS29 6AE,2342,The Bishop Wheeler Catholic Academy Trust,5652,The Bishop Wheeler Catholic Academy Trust,1,1213,11,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346482,S5 Inspection,S5 Inspection,Schools - S5,04/02/2025,11/03/2025,Yes,139351,3834601,"St. Mary's Menston, a Catholic Voluntary Academy",Academy Converter,,Not judged,1,1,1,1,Yes,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139352,139352,3833359,"St Mary's Catholic Primary School, Horsforth",Primary,Academy Converter,01/03/2013,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS18 5AB,2342,The Bishop Wheeler Catholic Academy Trust,5652,The Bishop Wheeler Catholic Academy Trust,2,211,5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10315570,S5 Inspection,S5 Inspection,Schools - S5,17/04/2024,16/05/2024,Yes,139352,3833359,"St Mary's Catholic Primary School, Horsforth",Academy Converter,,1,1,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139354,139354,3833363,"Ss. Peter and Paul Catholic Primary School, a Voluntary Academy",Primary,Academy Converter,01/04/2013,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS19 7HW,2342,The Bishop Wheeler Catholic Academy Trust,5652,The Bishop Wheeler Catholic Academy Trust,1,203,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346483,S5 Inspection,S5 Inspection,Schools - S5,07/05/2025,17/06/2025,Yes,139354,3833363,"Ss. Peter and Paul Catholic Primary School, a Voluntary Academy",Academy Converter,,Not judged,1,1,1,1,Yes,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139355,139355,3833360,"St Joseph's Catholic Primary School, Otley",Primary,Academy Converter,01/03/2013,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS21 3AP,2342,The Bishop Wheeler Catholic Academy Trust,5652,The Bishop Wheeler Catholic Academy Trust,1,190,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10297385,S5 Inspection,S5 Inspection,Schools - S5,27/02/2024,02/05/2024,Yes,139355,3833360,"St Joseph's Catholic Primary School, Otley",Academy Converter,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139646,139646,3834061,Leeds City Academy,Secondary,Academy Sponsor Led,01/08/2014,Non-selective,Does not have a sixth form,Does not apply,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central and Headingley,LS6 2LG,5316,White Rose Academies Trust,3719,White Rose Academies Trust,5,1034,11,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346495,11/12/2024,20/01/2025,Yes,139646,3834061,Leeds City Academy,Academy Sponsor Led,Standards maintained,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139688,139688,3832011,Primley Wood Primary School,Primary,Free School,04/09/2013,Non-selective,Does not have a sixth form,None,Sikh,Other faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 7EZ,4005,NISHKAM SCHOOLS MULTI ACADEMY TRUST,NULL,NULL,3,249,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10110590,Requires Improvement S5 Reinspection Visit 2,Requires Improvement S5 Reinspection Visit 2,Schools - S5,03/12/2019,06/01/2020,Yes,139688,3832011,Primley Wood Primary School,Free School,,2,2,2,2,2,Yes,2,9,10346496,05/02/2025,10/03/2025,Yes,139688,3832011,Primley Wood Primary School,Free School,Standards maintained,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139701,139701,3832012,Co-op Academy Nightingale,Primary,Academy Sponsor Led,01/09/2014,Non-selective,Does not have a sixth form,None,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS9 7AX,2777,THE CO-OPERATIVE ACADEMIES TRUST,4949,The Co-operative Academies Trust,5,407,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10228331,S5 Inspection,S5 Inspection,Schools - S5,28/06/2022,21/09/2022,Yes,139701,3832012,Co-op Academy Nightingale,Academy Sponsor Led,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139773,139773,3834066,Leeds Jewish Free School,Secondary,Free School,09/09/2013,Non-selective,Does not have a sixth form,Jewish,None,Jewish,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 7TN,NULL,NULL,NULL,NULL,2,127,11,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10323054,10/04/2024,17/05/2024,Yes,139773,3834066,Leeds Jewish Free School,Free School,School remains Good (Concerns) - S5 Next,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/140068,140068,3832395,East Garforth Primary Academy,Primary,Academy Converter,01/09/2013,Not applicable,Does not have a sixth form,None,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS25 2HF,4474,DELTA ACADEMIES TRUST,4475,Delta Academies Trust,2,216,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10228320,S5 Inspection,S5 Inspection,Schools - S5,24/01/2023,23/04/2023,Yes,140068,3832395,East Garforth Primary Academy,Academy Converter,,2,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/140399,140399,3832013,"Holy Trinity Church of England Academy, Rothwell",Primary,Academy Sponsor Led,01/04/2014,Unknown,Does not have a sixth form,Church of England,None,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Wakefield and Rothwell,LS26 0NB,2046,Abbey Multi Academy Trust,2043,Abbey Multi Academy Trust,4,177,4,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10346529,S5 Inspection,S5 Inspection,Schools - S5,05/11/2024,10/12/2024,Yes,140399,3832013,"Holy Trinity Church of England Academy, Rothwell",Academy Sponsor Led,,Not judged,2,2,2,2,Yes,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
